Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Animal feed form (product.metafields.shopify.animal-feed-form),Boot style (product.metafields.shopify.boot-style),Boot type (product.metafields.shopify.boot-type),Chicken feed stage (product.metafields.shopify.chicken-feed-stage),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Construction (product.metafields.shopify.construction),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Horse category (product.metafields.shopify.horse-category),Ingredient category (product.metafields.shopify.ingredient-category),Livestock food ingredients (product.metafields.shopify.livestock-food-ingredients),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Package type (product.metafields.shopify.package-type),Pet food flavor (product.metafields.shopify.pet-food-flavor),Pet food form (product.metafields.shopify.pet-food-form),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Status
rhinegold-sorbet-fleece-rug-copy,Crafty Pony Soft Toy Pony,"<p>Meet the Crafty Ponies Soft Toy Pony — a cuddly, educational friend designed to spark imaginative play while teaching gentle care routines. Sized with plenty of presence, this plush companion brings grooming, plaiting, and pony-care into your child’s everyday adventures in a way that’s both fun and instructional.</p>
<p>Dimensions of this plush pony are thoughtful for eager little hands: L48 cm, W18 cm, H27 cm. Crafted from luxuriously soft fur fabric, it invites endless cuddles while remaining sturdy enough for daily play sessions. The mane and tail are made from cotton, giving young groomers reliable grip for plaiting and styling, so creativity can flourish without frustration.</p>
<p>What sets Crafty Ponies apart is the careful attention to realism and teachable moments. The mane’s plaiting-friendly texture and a dock-attached tail tailbone mean kids can practice genuine grooming techniques—plait, braid, and even secure tiny hair accessories—just like a real pony would wear. A passport booklet included with each pony offers engaging information to guide care routines, feeding concepts, and daily pony maintenance, turning play into practical learning.<meta charset=""utf-8""></p>
<p> </p>",Crafty Pony,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Blankets & Sheets > Coolers & Dress Sheets,Toy,Crafty Pony,true,Colour,Piebald,,,,,,,,,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CraftyPoniesSoftToyPonyPiebald_54bbcf66-b688-427d-9efb-3d81035a51be.jpg?v=1787781055,1,,false,Crafty Pony Soft Toy Pony | New Forest Country Store,"A cuddly, educational plush pony that encourages imaginative play while teaching gentle horse care routines. UK delivery available.",6898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-sorbet-fleece-rug-copy,,,,,,,,,Skewbald,,,,,,,,,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CraftyPoniesSoftToyPonySkewbald_e945f4e3-023a-4f56-94dd-049f273fe4a9.jpg?v=1787781349,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-sorbet-fleece-rug-copy,,,,,,,,,Palomino,,,,,,,,,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CraftyPoniesSoftToyPonyPalomino_b4a144d4-7bc4-4b0a-8d04-d4d6fb89eb75.jpg?v=1787781434,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-sorbet-fleece-rug-copy,,,,,,,,,Chestnut,,,,,,,,,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CraftyPoniesSoftToyPonyChestnut_491480c6-ba31-4c58-bdee-61e8f9ad2fc8.jpg?v=1787781555,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-sorbet-fleece-rug-copy,,,,,,,,,Bay,,,,,,,,,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CraftyPoniesSoftToyPonyBay_fd2d4fd5-44ab-4577-a7d5-7a85851c954a.jpg?v=1787781644,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-sorbet-fleece-rug-copy,,,,,,,,,Brown,,,,,,,,,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CraftyPoniesSoftToyPonyBrown_378f80d4-bc38-4e1b-ad64-66d2be6e0c4e.jpg?v=1787781722,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
spillers-super-senior-mash-copy,Spillers Lite & Lean Balancer,"<p><meta charset=""utf-8""><span>Provides the nutrients to balance a weight-loss diet.</span><br><br><span>• Multi-vitamin &amp; mineral balancer specifically formulated to balance a weight-loss diet.</span><br><span>• Includes cinnamon &amp; FOS to help support a healthy metabolism.</span><br><span>• High in the essential amino acid lysine which is key for supporting muscle and topline and typically deficient in weight loss diets.</span><br><span>• Whole cereal grain free, low in starch and sugar; suitable for horses and ponies prone to laminitis.</span><br><span>• Contains 15mg of biotin per 500g serving proven to support hoof health.</span><br><span>• No added iron which is often over-supplied by forage, even in horses and ponies fed restricted rations.</span></p>",Spillers,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, local-delivery-only",true,Title,Default Title,,,,,,,,,0.0,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/SpillerLite_LeanBalancer_c495a2f4-675f-41cd-9ad4-2af4bd373370.jpg?v=1787752347,1,,false,Spillers Lite & Lean Balancer | New Forest Country Store,"A multi-vitamin and mineral balancer formulated to support a weight-loss diet, with added cinnamon. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
equine-america-squeaky-clean-sensitive-citrus-shampoo-1l,Equine America Squeaky Clean Sensitive Citrus Shampoo 1L,"<div class=""descTitle"">
<meta charset=""utf-8"">
<div class=""subImpactBar hideEU hideMeForMobile"">
<p>Kind and gentle shampoo and citrus fragrance.</p>
<ul>
<li>Contains aloe vera and pro-vitamin B5<br>
</li>
<li>Sulphate free<br>
</li>
<li>
<p>Paraben free</p>
</li>
</ul>
<p>Squeaky Clean Sensitive Citrus Shampoo has been specially formulated with naturally derived ingredients to be kind and gentle to the skin. This mild yet effective shampoo cleans the horse's coat leaving it clean and fresh.</p>
<p>A perfectly balanced shampoo containing Aloe Vera and Pro-Vitamin B that add moisture back into the skin and coat. Paraben and sulphate free.</p>
</div>
</div>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Grooming > Horse Shampoos & Conditioners,Grooming,"Equine America, Horse Care",true,Title,Default Title,,,,,,,,EA SHAMP SQ SENS,0.0,manual,14.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaSqueakyCleanSensitiveCitrusShampoo.jpg?v=1787779570,1,,false,Equine America Squeaky Clean Sensitive Citrus Shampoo 1L,Kind and gentle shampoo and citrus fragrance Contains aloe vera and pro-vitamin B5. UK delivery available.,7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-msm-powder-for-horses-500g,Equine America MSM Powder for Horses 500g,"<div class=""descTitle"">
<meta charset=""utf-8"">
<div class=""subImpactBar hideEU hideMeForMobile"">
<p>MSM Powder provides nutritional support for joints, skin and hooves.</p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">MSM, also known as Methylsulphonylmethane, is a high quality, bioavailable organic sulphur.</span></li>
<li><span class=""a-list-item"">Sulphur plays a key role in the production of collagen, which is a component of cartilage and connective tissue, so vital for joint health.</span></li>
<li><span class=""a-list-item"">Sulphur helps to support the horse's own natural anti-inflammatory and antioxidant processes, and so helps joint comfort and mobility.</span></li>
<li><span class=""a-list-item"">Sulphur is a component in the production of certain vitamins and amino acids, including vitamin B1, biotin and methionine.</span></li>
<li><span class=""a-list-item"">Helps promote healthy skin, coat and hooves.</span></li>
<li>Equine America is BETA NOPS and UFAS accredited, making MSM Powder suitable for horses competing under FEI regulations by reducing the risk of our products containing prohibited substances.</li>
</ul>
<p><strong><span class=""a-list-item"">Following the ruling in 2022 by the International Federation of Horseracing Authorities (IFHA) and the British Horse Racing Authority (BHA), it is recommended that this product is withdrawn 96 hours prior to racing.</span></strong></p>
</div>
</div>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Vitamins & Supplements,Supplements,"Equine America, supplements",true,Title,Default Title,,,,,,,,EA MSMPOWDER500G,0.0,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaMSMPowder500g.jpg?v=1787779455,1,,false,Equine America MSM Powder for Horses 500g,"MSM Powder provides nutritional support for joints, skin and hooves. UK delivery available.",7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-apple-lytes-solution-1l,Equine America Apple Lytes Solution 1L,"<p>Apple Lytes is a palatable liquid electrolyte for horses and ponies, formulated to replace the body salts lost through sweat.</p>
<ul>
<li>Supports normal hydration during hard work, competition and travel.</li>
<li>Useful in hot weather and at any time a horse is sweating heavily.</li>
<li>Apple flavoured, so readily accepted by most horses.</li>
<li>Liquid format for easy addition to feed or water.</li>
</ul>
<p>Where electrolytes are given in water, always make plain fresh water available alongside it.</p>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Vitamins & Supplements,Supplements,"Equine America, supplements",true,Title,Default Title,,,,,,,,EA APPLELYTES 1L,0.0,manual,11.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaAppleLytesSolution1L.jpg?v=1787779316,1,,false,Equine America Apple Lytes Solution 1L,"An apple-flavoured liquid electrolyte replacing salts lost through sweat, supporting hydration in work and hot weather. UK delivery available.",7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-winky-wash-sheath-cleaner-500ml,Equine America Winky Wash Sheath Cleaner 500ml,"<div class=""descTitle"">
<meta charset=""utf-8"">
<div class=""subImpactBar hideEU hideMeForMobile"">
<p class=""MsoNormal"">Winky Wash Sheath Cleaner: gentle cleanser for geldings and stallions, with extracts of coconut. May also be used as a gentle cleanser for mares. </p>
<ul>
<li>Cruelty-Free.</li>
<li>Paraben-Free.</li>
<li>Sulphate Free.</li>
<li>Water-based.</li>
</ul>
<div id=""station-tabs-0"" class=""station-tabs mod-hide-focus is-ready"">
<div role=""tablist""><br></div>
</div>
</div>
</div>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care,Grooming,"Equine America, Grooming, Horse Care",true,Title,Default Title,,,,,,,,EA WINKY WASH500ML,0.0,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaWinkyWashSheathCleaner.jpg?v=1787778678,1,,false,Equine America Winky Wash Sheath Cleaner 500ml,"A gentle, cruelty-free cleanser with coconut extracts for geldings and stallions, and suitable for mares too. UK delivery available.",7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
horsehage-timothy,HorseHage Timothy,"<p>HorseHage Timothy grass is higher in fibre and lower in protein than many other types of grass, making it particularly suitable for leisure horses and ponies, native ponies, veterans and horses and ponies that are resting and convalescing or prone to laminitis. It is also an excellent fibre source that is a great choice for competition horses being fed high levels of concentrates.</p>
<p>Like HorseHage High Fibre, HorseHage Timothy also carries the HoofKind logo which indicates its suitability for horses and ponies prone to laminitis. This is also due to its unique fermentation process that the Timothy grass undergoes in the production of Timothy HorseHage – It keeps the sugar and starch levels considerably lower than in other forages.</p>
<p>Timothy has a completely different ‘nose’ to ryegrass, from which HorseHage Ryegrass and HorseHage High Fibre are made. It has a very similar nutrient analysis to High Fibre HorseHage and is highly palatable, making it ideal for fussy feeders or simply to add variety to the diets of those already being fed HorseHage.</p>",Scarterfield,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed > Horse Hay & Forage,Haylage,"haylage, local-delivery-only",true,Title,Default Title,,,,,,,,HH TIM,0.0,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorseHageTimothy.jpg?v=1787752661,1,,false,HORSEHAGE Timothy | New Forest Country Store,HorseHage Timothy grass is higher in fibre and lower in protein than many other types of grass. Local delivery across the New Forest.,543682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
equine-america-green-ice-cooling-gel-1-5l,Equine America Green Ice Cooling Gel 1.5L,"<p>Green Ice Cooling Gel is applied to the legs after exercise to cool and refresh hard-working limbs.</p>
<ul>
<li>Cooling gel formula for use after work, competition or travel.</li>
<li>Applied to the legs and lower limbs, then left on or washed off as preferred.</li>
<li>Supplied in a 1.5L tub, an economical size for a busy yard.</li>
</ul>
<p>For external use on horses only. Do not apply to broken skin or open wounds.</p>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Vitamins & Supplements,Grooming,"Equine America, Horse Care",true,Title,Default Title,,,,,,,,EA GREEN ICE GEL,0.0,manual,20.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaGreenIceCoolingGel1.5L.jpg?v=1787778561,1,,false,Equine America Green Ice Cooling Gel 1.5L,"A menthol-based cooling gel for application to legs after exercise, helping soothe and refresh hard-working limbs. UK delivery available.",7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-xtra-boost-paste-3x10ml,Equine America Xtra Boost Paste 3x10ml,"<div class=""descTitle"">
<meta charset=""utf-8"">
<div class=""subImpactBar hideEU hideMeForMobile"">
<p>Xtra Boost Paste help to support energy levels.</p>
<ul>
<li>Convenient paste for horses and ponies to support energy levels during training and competition.</li>
<li>Contains high levels of B vitamins for energy production.</li>
<li>Includes bioavailable copper to support haemoglobin production and oxygen transport.</li>
<li>In a highly palatable and easy to administer paste.</li>
<li>Equine America is BETA NOPS and UFAS accredited, making Xtra Boost Paste<span> </span>suitable for horses competing under FEI regulations and the Rules of Racing by reducing the risk of our products containing prohibited substances.</li>
</ul>
</div>
</div>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Vitamins & Supplements,Supplements,"Equine America, supplements",true,Title,Default Title,,,,,,,,EA XTRA BOOST,0.0,manual,13.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaXtraBoostPaste3x10ml.jpg?v=1787778193,1,,false,Equine America Xtra Boost Paste 3x10ml,A convenient energy paste with high levels of B vitamins and bioavailable copper for training and competition. UK delivery available.,7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-squeaky-clean-pink-my-pony-shampoo-1l,Equine America Squeaky Clean Pink My Pony Shampoo 1L,"<div class=""descTitle"">
<meta charset=""utf-8"">
<div class=""subImpactBar hideEU hideMeForMobile"">
<p>Berry scented shampoo for a glossy coat.</p>
<ul>
<li>With argan oil to add lustre and shine to the coat.</li>
<li>With aloe vera to add moisture back into the skin and coat.</li>
<li>
<p>Paraben free</p>
</li>
</ul>
<p><meta charset=""utf-8""><span>Squeaky Clean Pink My Pony, carefully formulated to get that shine and lustre in your horse or pony. Formulated to remove dust, dirt and excess grease, leaving the coat cleansed and glossy. A perfectly balanced shampoo containing Aloe Vera that will add moisture back into the skin and coat. Enriched with hydrolysed vegetable proteins and a blend of vitamins to help strengthen and condition the coat. With Argan oil to add lustre and shine to the coat. Fragranced with a long lasting, berry scent.</span></p>
</div>
</div>",Equine America,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Shampoo & Conditioner > Shampoo,Grooming,"Equine America, Horse Care",true,Title,Default Title,,,,,,,,EA SHAMP SQ PINK,0.0,manual,13.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaSqueakyCleanPinkMyPonyShampoo.jpg?v=1787778037,1,,false,Equine America Squeaky Clean Pink My Pony Shampoo 1L,Berry scented shampoo for a glossy coat With argan oil to add lustre and shine to the coat. UK delivery available.,7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-so-kalm-paste-30ml,Equine America So Kalm Paste 30ml,"<div class=""descTitle"">
<meta charset=""utf-8"">
<div class=""subImpactBar hideEU hideMeForMobile"">
<p>So Kalm Paste provides key micro-nutrients to help a horse maintain a calm outlook and concentrate on its work.</p>
<ul>
<li>So Kalm Paste helps maintain a calm outlook by supporting a healthy nervous system.</li>
<li>With key ingredients Magnesium, Calcium, Vitamin B1, L-tryptophan and Chamomile extract.</li>
<li>Ideal for horses who struggle to maintain concentration and focus when experiencing new environments, training regimes or competition venues, or young horses starting their ridden careers.</li>
<li>In an easy to administer syringe.</li>
<li>Low sugar formulation, making it suitable for horses and ponies on a restricted diet.</li>
<li>Equine America is BETA NOPS and UFAS accredited, making So Kalm Paste suitable for horses competing under FEI regulations and the Rules of Racing by reducing the risk of our products containing prohibited substances.</li>
</ul>
</div>
</div>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Vitamins & Supplements,Supplements,"Equine America, supplements",true,Title,Default Title,,,,,,,,EA SOKALMPASTE,0.0,manual,13.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaSoKalmPaste.jpg?v=1787777859,1,,false,Equine America So Kalm Paste 30ml | New Forest Country Store,So Kalm Paste provides key micro-nutrients to help a horse maintain a calm outlook and concentrate on its work. UK delivery available.,7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-pro-gut-balancer-900g,Equine America Pro Gut Balancer 900g,"<div class=""descTitle"">
<meta charset=""utf-8"">
<div class=""subImpactBar hideEU hideMeForMobile"">
<p>Pro Gut Balancer is a complementary feed designed to support digestive health as part of a balanced diet.</p>
<ul>
<li>A unique, triple action combination of pre and probiotics, together with a mannan-oligosaccharide (MOS) to help maintain a healthy gut microbiome during times of digestive challenge.</li>
<li>Designed to help maintain healthy fibre digestion, which provides a significant proportion of a horse’s daily energy.</li>
<li>Contributes to the normal microbial activity responsible for the natural production of B vitamins and vitamin K.</li>
<li>Helps to maintain a healthy gut pH.</li>
<li>Helps to support a healthy immune system</li>
<li>Particularly helpful to re-establish a healthy gut microbiota following illness or injury.</li>
<li>Vital support for horses travelling nationally and internationally to stay away shows.</li>
<li>Also suitable for horses changing yards, including broodmares going away to stud, or youngstock as they come in for sales or work preparation.</li>
<li>On a palatable linseed base, easily mixed in feed.</li>
<li>Equine America is BETA NOPS and UFAS accredited, making Pro Gut Balancer suitable for horses competing under FEI regulations and the Rules of Racing by reducing the risk of our products containing prohibited substances.</li>
</ul>
</div>
</div>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Vitamins & Supplements,Supplements,"Equine America, supplements",false,Title,Default Title,,,,,,,,EA PROGUT 900G,0.0,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaProGutBalancer900g.jpg?v=1787772509,1,,false,Equine America Pro Gut Balancer 900g,Pro Gut Balancer is a complementary feed designed to support digestive health as part of a balanced diet. UK delivery available.,7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,draft
equine-america-pro-pell-plus-1l,Equine America Pro-Pell Plus 1L,"<div class=""descTitle"">
<meta charset=""utf-8"">
<div class=""subImpactBar hideEU hideMeForMobile"">
<p>Pro-Pell Plus is a market-leading blood tonic to boost energy when horses feel a little flat.</p>
</div>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li>Market-leading blood tonic to boost energy when horses feel a little flat</li>
<li>Contains high levels of B vitamins for energy production</li>
<li>Provides bio-available minerals from organic chelates</li>
<li>With controlled levels of iron</li>
<li>With added honey to support immune and respiratory function</li>
<li>Equine America is BETA NOPS and UFAS accredited, making Pro-Pell Plus suitable for horses competing under FEI regulations and the Rules of Racing by reducing the risk of our products containing prohibited substances.</li>
</ul>
</div>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Vitamins & Supplements,Supplements,"Equine America, supplements",true,Title,Default Title,,,,,,,,EA PROPELL1L,0.0,manual,16.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaPro-PellPlus1L_0ad68215-1dd5-4336-a7cf-64f75879a26f.jpg?v=1787779736,1,,false,Equine America Pro-Pell Plus 1L | New Forest Country Store,Pro-Pell Plus is a market-leading blood tonic to boost energy when horses feel a little flat. UK delivery available.,7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-kentucky-liquid-1l,Equine America Kentucky Liquid 1L,"<div class=""descTitle"">
<meta charset=""utf-8"">
<p>Kentucky Liquid provides nutritional support to help maintain healthy cartilage and joint fluid.</p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li>Provides Glucosamine Hydrochloride (HCl) - backed by research.</li>
<li>Also provides MSM and Hyaluronic Acid<span> </span>(HA).</li>
<li>Contains key antioxidants Boswellia and Vitamin C.</li>
<li>Great value joint and mobility support for all horses and ponies.</li>
<li>Equine America is BETA NOPS and UFAS accredited, making Kentucky Liquid<span> </span>suitable for horses competing under FEI regulations and the Rules of Racing by reducing the risk of our products containing prohibited substances.</li>
</ul>
</div>",Equine America,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Vitamins & Supplements,Supplements,"Equine America, supplements",true,Title,Default Title,,,,,,,,,0.0,manual,32.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/KentuckyLiquidINTERNAL_1800x1800_e9655514-4e4b-43cb-a08e-8231f4dc5dbe.jpg?v=1787772246,1,,false,Equine America Kentucky Liquid 1L | New Forest Country Store,Kentucky Liquid provides nutritional support to help maintain healthy cartilage and joint fluid. UK delivery available.,7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-lamigard-advanced-care-pellets-1-5kg,Equine America Lamigard Advanced Care Pellets 1.5kg,"<div class=""descTitle"">
<meta charset=""utf-8"">
<p>Lamigard Advanced Care Pellets provide nutritional support for horses and ponies, especially during Spring and Autumn months.</p>
<ul>
<li>Unique approach to the nutritional support of horses and ponies prone to laminitis.</li>
<li>Provides potent antioxidant support from<span> </span><strong><em>plant extracts</em></strong><span> </span>as well as key minerals and vitamins, including<span> </span><strong><em>magnesium</em></strong>.</li>
<li>Contains<span> </span><strong><em>pre and probiotics</em></strong><span> </span>to support the hindgut.</li>
<li>Provides nutritional support for the endocrine system (to support insulin regulation) including<span> </span><strong><em>cinnamon</em></strong>.</li>
<li>Provides high levels of<span> </span><strong><em>Folic Acid</em></strong><span> </span>to support blood vessels in the hoof.</li>
<li>Contains high levels of<span> </span><strong><em>Biotin, Methionine, MSM and Zinc</em></strong><span> </span>to support hoof quality and growth</li>
<li>
<strong><em>Low sugar and starch</em></strong> (non-structural carbohydrates- NSC) making it suitable for horses and ponies prone to laminitis.</li>
<li>Palatable and easy to feed alone, even when little or no concentrate feed is offered.</li>
<li>Equine America is BETA NOPS and UFAS accredited, making Lamigard Advanced Care Pellets suitable for horses competing under FEI regulations and the Rules of Racing by reducing the risk of our products containing prohibited substances.</li>
</ul>
</div>",Equine America,Home & Garden > Lawn & Garden > Gardening > Hydroponics > Nutrients & Supplements > Supplements,Supplements,"Equine America, local-delivery-only, supplements",true,Title,Default Title,,,,,,,,EA LAMIGARD CARE,0.0,manual,40.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaLamigardAdvancedCarePellets1.5kg_0b5302b3-d157-423d-807a-661e27289fc9.jpg?v=1787754950,1,,false,Equine America Lamigard Advanced Care Pellets 1.5kg,Lamigard Advanced Care Pellets provide nutritional support for horses and ponies. Local delivery across the New Forest.,7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
equine-america-glucosamine-hcl-12000-1kg,Equine America Glucosamine HCL 12000 1kg,"<div class=""descTitle"">
<meta charset=""utf-8"">
<p>Glucosamine HCI 12,000 is a great value joint and mobility supplement for all horses and ponies.</p>
<ul>
<li>Contains a full 12g Glucosamine Hydrochloride per 30g serve.</li>
<li><span>Provided from Glucosamine Hydrochloride (HCl) - backed by research.</span></li>
<li><span>Also provides MSM and Hyaluronic Acid (HA).</span></li>
<li><span>Great value joint and mobility support for all horses and ponies.</span></li>
<li>Equine America is BETA NOPS and UFAS accredited, making Glucosamine HCl 12,000 suitable for horses competing under FEI regulations and the Rules of Racing by reducing the risk of our products containing prohibited substances.</li>
</ul>
</div>",Equine America,Home & Garden > Lawn & Garden > Gardening > Hydroponics > Nutrients & Supplements > Supplements,Supplements,"Equine America, supplements",true,Title,Default Title,,,,,,,,EA GLUC 1KG,0.0,manual,15.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EquineAmericaGlucosamineHCL120001kg.jpg?v=1787754792,1,,false,Equine America Glucosamine HCL 12000 1kg,"Glucosamine HCI 12,000 is a great value joint and mobility supplement for all horses and ponies. UK delivery available.",7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
